   1.0000000e+00  -1.2426800e-01   2.2645000e-02   2.7696200e+00   1.0000000e+00  -1.4516300e-01   2.3659100e-01   2.7587740e+00   1.0000000e+00  -1.6977100e-01   4.7771100e-01   2.6043320e+00   1.0000000e+00  -1.4722200e-01   7.0353300e-01   2.5471360e+00   1.0000000e+00  -3.7772500e-01   3.9912200e-01   2.7398720e+00   1.0000000e+00  -3.7772500e-01   3.9912200e-01   2.7398720e+00   1.0000000e+00  -3.7772500e-01   3.9912200e-01   2.7398720e+00   1.0000000e+00  -3.7772500e-01   3.9912200e-01   2.7398720e+00   1.0000000e+00   6.9504000e-02   3.8243200e-01   2.6425520e+00   1.0000000e+00   8.9851000e-02   1.0318500e-01   2.7001010e+00   1.0000000e+00   1.2681900e-01  -2.0922700e-01   2.7261070e+00   1.0000000e+00   6.0410000e-02  -2.6772300e-01   2.7111890e+00   1.0000000e+00   4.2270000e-02   1.8980000e-02   2.5782530e+00   1.0000000e+00  -2.1189000e-02  -5.9139800e-01   2.6924930e+00   1.0000000e+00  -7.6050000e-03  -1.0849090e+00   2.7496920e+00   1.0000000e+00  -5.9668000e-02  -1.1115390e+00   2.5322950e+00   1.0000000e+00  -3.5883600e-01   3.1349000e-02   2.6733310e+00   1.0000000e+00  -2.6523900e-01  -5.9497800e-01   2.6861950e+00   1.0000000e+00  -2.7437200e-01  -1.0880870e+00   2.7475840e+00   1.0000000e+00  -3.2745200e-01  -1.1141460e+00   2.5303630e+00   1.0000000e+00
   1.0000000e+00  -1.3501400e-01   2.8769000e-02   2.7785890e+00   1.0000000e+00  -1.4662800e-01   2.3936600e-01   2.7574320e+00   1.0000000e+00  -1.7078900e-01   4.8252700e-01   2.6061500e+00   1.0000000e+00  -1.4762400e-01   7.0910500e-01   2.5570960e+00   1.0000000e+00  -3.7994700e-01   4.0073300e-01   2.7378880e+00   1.0000000e+00  -3.7994700e-01   4.0073300e-01   2.7378880e+00   1.0000000e+00  -3.7994700e-01   4.0073300e-01   2.7378880e+00   1.0000000e+00  -3.7994700e-01   4.0073300e-01   2.7378880e+00   1.0000000e+00   6.8576000e-02   3.8816600e-01   2.6460540e+00   1.0000000e+00   1.0924000e-01   1.0857400e-01   2.6877070e+00   1.0000000e+00   1.0643200e-01  -2.0493600e-01   2.6534860e+00   1.0000000e+00   3.7909000e-02  -2.6284900e-01   2.6512250e+00   1.0000000e+00   3.9671000e-02   3.2293000e-02   2.5946270e+00   1.0000000e+00  -1.8537000e-02  -5.8504200e-01   2.6914130e+00   1.0000000e+00  -1.4871000e-02  -1.0782190e+00   2.7528270e+00   1.0000000e+00  -5.4182000e-02  -1.1058980e+00   2.5328950e+00   1.0000000e+00  -3.6534300e-01   2.7482000e-02   2.6722100e+00   1.0000000e+00  -2.6620100e-01  -5.9412800e-01   2.6819520e+00   1.0000000e+00  -2.7034100e-01  -1.0859010e+00   2.7537220e+00   1.0000000e+00  -3.1410100e-01  -1.1174300e+00   2.5351540e+00   1.0000000e+00
   1.0000000e+00  -1.3116100e-01   3.0788000e-02   2.7763070e+00   1.0000000e+00  -1.4502200e-01   2.3812000e-01   2.7569120e+00   1.0000000e+00  -1.7307700e-01   4.8621000e-01   2.6145700e+00   1.0000000e+00  -1.5143300e-01   7.1027400e-01   2.5559120e+00   1.0000000e+00  -3.8121200e-01   3.9578300e-01   2.7422210e+00   1.0000000e+00  -3.8121200e-01   3.9578300e-01   2.7422210e+00   1.0000000e+00  -3.8121200e-01   3.9578300e-01   2.7422210e+00   1.0000000e+00  -3.8121200e-01   3.9578300e-01   2.7422210e+00   1.0000000e+00   6.7833000e-02   3.9485700e-01   2.6521030e+00   1.0000000e+00   1.1254400e-01   1.1421400e-01   2.6791890e+00   1.0000000e+00   9.0728000e-02  -1.9703300e-01   2.6340820e+00   1.0000000e+00   3.6422000e-02  -2.6757300e-01   2.6454620e+00   1.0000000e+00   3.3849000e-02   3.8325000e-02   2.5837330e+00   1.0000000e+00  -1.7403000e-02  -5.8109800e-01   2.6867200e+00   1.0000000e+00  -1.8149000e-02  -1.0743370e+00   2.7477340e+00   1.0000000e+00  -6.7290000e-02  -1.1012350e+00   2.5296900e+00   1.0000000e+00  -3.6652100e-01   2.5042000e-02   2.6817440e+00   1.0000000e+00  -2.6457800e-01  -5.9431100e-01   2.6784730e+00   1.0000000e+00  -2.7437100e-01  -1.0853890e+00   2.7543330e+00   1.0000000e+00  -3.2872600e-01  -1.1176820e+00   2.5382690e+00   1.0000000e+00
   1.0000000e+00  -1.3583700e-01   2.6625000e-02   2.7784100e+00   1.0000000e+00  -1.4895600e-01   2.3255700e-01   2.7578020e+00   1.0000000e+00  -1.7983400e-01   4.8218900e-01   2.6187810e+00   1.0000000e+00  -1.4898200e-01   7.0938500e-01   2.5627710e+00   1.0000000e+00  -3.8437600e-01   3.9194800e-01   2.7522390e+00   1.0000000e+00  -3.8437600e-01   3.9194800e-01   2.7522390e+00   1.0000000e+00  -3.8437600e-01   3.9194800e-01   2.7522390e+00   1.0000000e+00  -3.8437600e-01   3.9194800e-01   2.7522390e+00   1.0000000e+00   6.1510000e-02   3.8885100e-01   2.6476430e+00   1.0000000e+00   1.0966800e-01   1.0926300e-01   2.6677810e+00   1.0000000e+00   8.6539000e-02  -2.0027900e-01   2.6197750e+00   1.0000000e+00   3.4426000e-02  -2.6837800e-01   2.6462540e+00   1.0000000e+00   3.6490000e-02   3.5602000e-02   2.5924190e+00   1.0000000e+00  -1.9884000e-02  -5.8566200e-01   2.6846540e+00   1.0000000e+00  -1.6578000e-02  -1.0788220e+00   2.7462190e+00   1.0000000e+00  -5.7582000e-02  -1.1065140e+00   2.5265980e+00   1.0000000e+00  -3.6733400e-01   2.0606000e-02   2.6747620e+00   1.0000000e+00  -2.6307400e-01  -5.9784500e-01   2.6839510e+00   1.0000000e+00  -2.7985200e-01  -1.0901260e+00   2.7501840e+00   1.0000000e+00  -3.2507700e-01  -1.1180180e+00   2.5314190e+00   1.0000000e+00
   1.0000000e+00  -1.3644400e-01   2.6230000e-02   2.7774750e+00   1.0000000e+00  -1.5011700e-01   2.3304100e-01   2.7588680e+00   1.0000000e+00  -1.8138400e-01   4.8766300e-01   2.6293030e+00   1.0000000e+00  -1.5713800e-01   7.0369200e-01   2.5585440e+00   1.0000000e+00  -3.8387200e-01   3.9487400e-01   2.7641400e+00   1.0000000e+00  -3.8387200e-01   3.9487400e-01   2.7641400e+00   1.0000000e+00  -3.8387200e-01   3.9487400e-01   2.7641400e+00   1.0000000e+00  -3.8387200e-01   3.9487400e-01   2.7641400e+00   1.0000000e+00   5.9522000e-02   3.9096900e-01   2.6494640e+00   1.0000000e+00   1.0895000e-01   1.1179100e-01   2.6637510e+00   1.0000000e+00   8.2508000e-02  -1.9584600e-01   2.6095080e+00   1.0000000e+00   3.4235000e-02  -2.6515100e-01   2.6398550e+00   1.0000000e+00   2.9858000e-02   3.8589000e-02   2.5862670e+00   1.0000000e+00  -1.9284000e-02  -5.8272900e-01   2.6854890e+00   1.0000000e+00  -1.3144000e-02  -1.0753690e+00   2.7508910e+00   1.0000000e+00  -6.0335000e-02  -1.1049150e+00   2.5327590e+00   1.0000000e+00  -3.7102600e-01   1.9109000e-02   2.6810890e+00   1.0000000e+00  -2.6256800e-01  -5.9802000e-01   2.6866600e+00   1.0000000e+00  -2.7726200e-01  -1.0904520e+00   2.7522650e+00   1.0000000e+00  -3.2891200e-01  -1.1178740e+00   2.5348680e+00   1.0000000e+00
   1.0000000e+00  -1.3163900e-01   2.6052000e-02   2.7754700e+00   1.0000000e+00  -1.5595800e-01   2.3463500e-01   2.7622800e+00   1.0000000e+00  -1.9407800e-01   4.8154000e-01   2.6202180e+00   1.0000000e+00  -1.5708000e-01   7.1600400e-01   2.5708230e+00   1.0000000e+00  -3.9392800e-01   3.9027500e-01   2.7599400e+00   1.0000000e+00  -3.9392800e-01   3.9027500e-01   2.7599400e+00   1.0000000e+00  -3.9392800e-01   3.9027500e-01   2.7599400e+00   1.0000000e+00  -3.9392800e-01   3.9027500e-01   2.7599400e+00   1.0000000e+00   4.9328000e-02   3.9239700e-01   2.6446880e+00   1.0000000e+00   1.0491400e-01   1.1518100e-01   2.6609090e+00   1.0000000e+00   9.8240000e-02  -1.9430700e-01   2.6163790e+00   1.0000000e+00   2.6875000e-02  -2.4871200e-01   2.6151850e+00   1.0000000e+00   2.9914000e-02   2.9381000e-02   2.5798700e+00   1.0000000e+00  -1.7834000e-02  -5.8485000e-01   2.6832770e+00   1.0000000e+00  -1.3485000e-02  -1.0777120e+00   2.7471260e+00   1.0000000e+00  -6.7620000e-02  -1.1062560e+00   2.5304790e+00   1.0000000e+00  -3.6877200e-01   3.0192000e-02   2.6853570e+00   1.0000000e+00  -2.6295200e-01  -5.9400100e-01   2.6782430e+00   1.0000000e+00  -2.7361000e-01  -1.0843030e+00   2.7588610e+00   1.0000000e+00  -3.3114800e-01  -1.1183970e+00   2.5439000e+00   1.0000000e+00
   1.0000000e+00  -1.2643500e-01   1.3588000e-02   2.7751090e+00   1.0000000e+00  -1.5679200e-01   2.2254100e-01   2.7593540e+00   1.0000000e+00  -1.9614500e-01   4.7200400e-01   2.6221800e+00   1.0000000e+00  -1.6329500e-01   7.0736100e-01   2.5863770e+00   1.0000000e+00  -3.9275600e-01   3.8105800e-01   2.7666270e+00   1.0000000e+00  -3.9275600e-01   3.8105800e-01   2.7666270e+00   1.0000000e+00  -3.9275600e-01   3.8105800e-01   2.7666270e+00   1.0000000e+00  -3.9275600e-01   3.8105800e-01   2.7666270e+00   1.0000000e+00   4.6761000e-02   3.7957200e-01   2.6378360e+00   1.0000000e+00   9.6279000e-02   1.0209800e-01   2.6690310e+00   1.0000000e+00   1.1830500e-01  -1.9093600e-01   2.5607780e+00   1.0000000e+00   5.3733000e-02  -2.3646500e-01   2.5182100e+00   1.0000000e+00   2.3909000e-02   1.4285000e-02   2.5707420e+00   1.0000000e+00  -1.3949000e-02  -5.9539600e-01   2.6887670e+00   1.0000000e+00  -1.8008000e-02  -1.0881880e+00   2.7531700e+00   1.0000000e+00  -8.3481000e-02  -1.1155710e+00   2.5395240e+00   1.0000000e+00  -3.6816700e-01   2.1178000e-02   2.6984440e+00   1.0000000e+00  -2.6156000e-01  -6.0495900e-01   2.6854340e+00   1.0000000e+00  -2.7830500e-01  -1.0979520e+00   2.7461500e+00   1.0000000e+00  -3.4776600e-01  -1.1218020e+00   2.5333410e+00   1.0000000e+00
   1.0000000e+00  -1.1853600e-01   2.1865000e-02   2.7708980e+00   1.0000000e+00  -1.6029300e-01   2.2752700e-01   2.7613240e+00   1.0000000e+00  -1.9434200e-01   4.7865300e-01   2.6257770e+00   1.0000000e+00  -1.6879300e-01   7.0903700e-01   2.5860610e+00   1.0000000e+00  -3.9451600e-01   3.8870400e-01   2.7658900e+00   1.0000000e+00  -3.9451600e-01   3.8870400e-01   2.7658900e+00   1.0000000e+00  -3.9451600e-01   3.8870400e-01   2.7658900e+00   1.0000000e+00  -3.9451600e-01   3.8870400e-01   2.7658900e+00   1.0000000e+00   4.7171000e-02   3.8326700e-01   2.6448660e+00   1.0000000e+00   9.9884000e-02   1.0592500e-01   2.6710770e+00   1.0000000e+00   1.9818800e-01  -1.1963500e-01   2.4774480e+00   1.0000000e+00   1.7301900e-01  -1.5880200e-01   2.4007230e+00   1.0000000e+00   3.6335000e-02   1.8636000e-02   2.5699640e+00   1.0000000e+00  -1.2065000e-02  -5.9029600e-01   2.6876170e+00   1.0000000e+00  -2.1797000e-02  -1.0836880e+00   2.7465930e+00   1.0000000e+00  -8.3466000e-02  -1.1081860e+00   2.5314700e+00   1.0000000e+00  -3.5838400e-01   3.1549000e-02   2.6887470e+00   1.0000000e+00  -2.6154800e-01  -5.9614600e-01   2.6779940e+00   1.0000000e+00  -2.7770900e-01  -1.0871040e+00   2.7535460e+00   1.0000000e+00  -3.4283700e-01  -1.1177850e+00   2.5402430e+00   1.0000000e+00
   1.0000000e+00  -1.2981000e-01   2.4605000e-02   2.7717070e+00   1.0000000e+00  -1.5909700e-01   2.2587900e-01   2.7552780e+00   1.0000000e+00  -1.8211200e-01   4.8413300e-01   2.6312940e+00   1.0000000e+00  -1.7129100e-01   7.1435200e-01   2.6041940e+00   1.0000000e+00  -3.8992500e-01   3.9191800e-01   2.7581870e+00   1.0000000e+00  -3.8992500e-01   3.9191800e-01   2.7581870e+00   1.0000000e+00  -3.8992500e-01   3.9191800e-01   2.7581870e+00   1.0000000e+00  -3.8992500e-01   3.9191800e-01   2.7581870e+00   1.0000000e+00   5.6342000e-02   3.8244600e-01   2.6556190e+00   1.0000000e+00   1.0566800e-01   1.0416600e-01   2.6546640e+00   1.0000000e+00   2.6597900e-01   3.0904000e-02   2.3970900e+00   1.0000000e+00   2.8859800e-01   2.1900000e-03   2.3151240e+00   1.0000000e+00   3.9275000e-02   2.5792000e-02   2.5825550e+00   1.0000000e+00  -1.9105000e-02  -5.8674800e-01   2.6892860e+00   1.0000000e+00  -1.0535000e-02  -1.0804120e+00   2.7461270e+00   1.0000000e+00  -5.8378000e-02  -1.1063940e+00   2.5276840e+00   1.0000000e+00  -3.6317700e-01   3.1789000e-02   2.6724190e+00   1.0000000e+00  -2.5804600e-01  -5.9371800e-01   2.6752670e+00   1.0000000e+00  -2.7350800e-01  -1.0841700e+00   2.7541760e+00   1.0000000e+00  -3.2268700e-01  -1.1175550e+00   2.5370400e+00   1.0000000e+00
   1.0000000e+00  -1.4300700e-01   1.8902000e-02   2.7741210e+00   1.0000000e+00  -1.5523500e-01   2.3146500e-01   2.7618460e+00   1.0000000e+00  -1.6702400e-01   4.7660500e-01   2.6122990e+00   1.0000000e+00  -1.7609900e-01   7.1994500e-01   2.6053220e+00   1.0000000e+00  -3.8409800e-01   3.9764700e-01   2.7324490e+00   1.0000000e+00  -3.8409800e-01   3.9764700e-01   2.7324490e+00   1.0000000e+00  -3.8409800e-01   3.9764700e-01   2.7324490e+00   1.0000000e+00  -3.8409800e-01   3.9764700e-01   2.7324490e+00   1.0000000e+00   6.8152000e-02   3.7708300e-01   2.6630900e+00   1.0000000e+00   2.0352300e-01   1.4957000e-01   2.5695850e+00   1.0000000e+00   3.4086600e-01   2.7829800e-01   2.3232010e+00   1.0000000e+00   4.2682900e-01   2.7101000e-01   2.2984720e+00   1.0000000e+00   4.0697000e-02   2.1355000e-02   2.5991450e+00   1.0000000e+00  -1.8451000e-02  -5.9209600e-01   2.6853280e+00   1.0000000e+00  -1.4829000e-02  -1.0852720e+00   2.7467520e+00   1.0000000e+00  -4.3592000e-02  -1.1130760e+00   2.5252100e+00   1.0000000e+00  -3.6764000e-01   2.8100000e-02   2.6565400e+00   1.0000000e+00  -2.6218100e-01  -5.9710100e-01   2.6760200e+00   1.0000000e+00  -2.7592700e-01  -1.0878480e+00   2.7533950e+00   1.0000000e+00  -3.0788800e-01  -1.1216810e+00   2.5331340e+00   1.0000000e+00
