647036530 0.062808 0.137207 2.689210 1.000000 0.063253 0.205329 2.702479 1.000000 0.071244 0.549553 2.691855 1.000000 0.064955 0.721831 2.661319 1.000000 -0.097726 0.425834 2.685193 1.000000 -0.138666 0.165900 2.695213 1.000000 -0.150701 -0.045439 2.654345 1.000000 -0.155811 -0.117845 2.650627 1.000000 0.222971 0.419856 2.703231 1.000000 0.247045 0.153288 2.709596 1.000000 0.260643 -0.058492 2.674991 1.000000 0.260813 -0.126653 2.666712 1.000000 -0.010660 0.064840 2.680814 1.000000 -0.044074 -0.400439 2.750519 1.000000 -0.076192 -0.773688 2.808858 1.000000 -0.070274 -0.838857 2.750560 1.000000 0.133359 0.064317 2.692405 1.000000 0.143588 -0.421979 2.761853 1.000000 0.154631 -0.782267 2.806574 1.000000 0.171613 -0.864462 2.781350 1.000000
647068085 0.063065 0.136187 2.690009 1.000000 0.063438 0.204654 2.703053 1.000000 0.071194 0.549586 2.691945 1.000000 0.064879 0.721965 2.661832 1.000000 -0.096710 0.426839 2.685653 1.000000 -0.141163 0.166617 2.700626 1.000000 -0.181139 -0.041791 2.664248 1.000000 -0.189621 -0.128032 2.660822 1.000000 0.222631 0.419668 2.703257 1.000000 0.250216 0.147339 2.710778 1.000000 0.268972 -0.064763 2.682388 1.000000 0.268787 -0.136802 2.675250 1.000000 -0.010018 0.064472 2.681602 1.000000 -0.044537 -0.401553 2.750184 1.000000 -0.076038 -0.773709 2.808469 1.000000 -0.071971 -0.841569 2.753138 1.000000 0.133326 0.063518 2.693223 1.000000 0.143698 -0.422651 2.761882 1.000000 0.154621 -0.782221 2.806489 1.000000 0.169373 -0.864460 2.779994 1.000000
647110978 0.063631 0.135191 2.691088 1.000000 0.063904 0.203899 2.703880 1.000000 0.071257 0.549566 2.692234 1.000000 0.065039 0.722094 2.663580 1.000000 -0.095927 0.423840 2.685715 1.000000 -0.145751 0.167334 2.709611 1.000000 -0.192956 -0.039743 2.673619 1.000000 -0.208399 -0.125147 2.672425 1.000000 0.222829 0.419356 2.703705 1.000000 0.253865 0.154925 2.714132 1.000000 0.305804 -0.052279 2.700855 1.000000 0.298821 -0.138065 2.689644 1.000000 -0.009355 0.063828 2.682259 1.000000 -0.044544 -0.401734 2.750558 1.000000 -0.075970 -0.773429 2.808477 1.000000 -0.073220 -0.841374 2.753159 1.000000 0.133954 0.062077 2.695145 1.000000 0.143707 -0.422724 2.761899 1.000000 0.154423 -0.782131 2.806860 1.000000 0.166670 -0.862689 2.774538 1.000000
647144037 0.063758 0.135442 2.691334 1.000000 0.064201 0.204119 2.704181 1.000000 0.072701 0.549795 2.693245 1.000000 0.065569 0.722822 2.665563 1.000000 -0.095576 0.422763 2.686776 1.000000 -0.154802 0.172266 2.719715 1.000000 -0.237183 -0.028839 2.685969 1.000000 -0.242623 -0.115849 2.687874 1.000000 0.222973 0.419686 2.704079 1.000000 0.256541 0.161369 2.718319 1.000000 0.312601 -0.044720 2.697263 1.000000 0.318256 -0.131735 2.696813 1.000000 -0.009205 0.064349 2.682690 1.000000 -0.044440 -0.401673 2.750656 1.000000 -0.075953 -0.773449 2.808399 1.000000 -0.073089 -0.841563 2.753261 1.000000 0.133928 0.062215 2.695199 1.000000 0.144245 -0.421620 2.761613 1.000000 0.154065 -0.783292 2.808321 1.000000 0.166316 -0.865029 2.779050 1.000000
647177015 0.063763 0.135457 2.691327 1.000000 0.064225 0.204119 2.704166 1.000000 0.072421 0.549755 2.693437 1.000000 0.065913 0.722911 2.666730 1.000000 -0.095932 0.422403 2.687826 1.000000 -0.167072 0.179874 2.728128 1.000000 -0.255765 -0.017162 2.703542 1.000000 -0.286345 -0.099152 2.705392 1.000000 0.223215 0.419769 2.704667 1.000000 0.262651 0.164042 2.721441 1.000000 0.328017 -0.046103 2.699706 1.000000 0.335642 -0.133008 2.692616 1.000000 -0.009268 0.064390 2.682616 1.000000 -0.044112 -0.401090 2.750840 1.000000 -0.075763 -0.773448 2.808061 1.000000 -0.073155 -0.842294 2.753791 1.000000 0.134108 0.062170 2.695207 1.000000 0.144010 -0.419176 2.761267 1.000000 0.154098 -0.782301 2.808062 1.000000 0.162571 -0.866032 2.783382 1.000000
647221076 0.064043 0.135373 2.691592 1.000000 0.064583 0.204024 2.704725 1.000000 0.073470 0.550460 2.695091 1.000000 0.066186 0.723160 2.668176 1.000000 -0.095346 0.422260 2.688064 1.000000 -0.189751 0.208513 2.728381 1.000000 -0.306396 -0.001581 2.715270 1.000000 -0.338309 -0.083061 2.719138 1.000000 0.223474 0.419857 2.705590 1.000000 0.274591 0.166302 2.723951 1.000000 0.370657 -0.049703 2.696029 1.000000 0.387695 -0.118164 2.687926 1.000000 -0.008689 0.064432 2.682556 1.000000 -0.043974 -0.400910 2.750822 1.000000 -0.075545 -0.773517 2.807963 1.000000 -0.073490 -0.842810 2.754243 1.000000 0.134119 0.062087 2.695585 1.000000 0.144787 -0.420449 2.762152 1.000000 0.154279 -0.782121 2.807437 1.000000 0.160462 -0.864028 2.776705 1.000000
647253769 0.064064 0.135294 2.691623 1.000000 0.064656 0.203887 2.705098 1.000000 0.073368 0.550767 2.696530 1.000000 0.066850 0.723416 2.669071 1.000000 -0.095044 0.423817 2.689174 1.000000 -0.210486 0.209682 2.728410 1.000000 -0.351807 0.024536 2.715271 1.000000 -0.393066 -0.051605 2.715271 1.000000 0.223131 0.419997 2.705399 1.000000 0.293579 0.171012 2.723084 1.000000 0.406220 -0.042970 2.692451 1.000000 0.436824 -0.099296 2.683581 1.000000 -0.008654 0.064448 2.682619 1.000000 -0.043797 -0.400547 2.750961 1.000000 -0.075277 -0.773584 2.808005 1.000000 -0.073917 -0.844470 2.756352 1.000000 0.134115 0.062006 2.695338 1.000000 0.144960 -0.420363 2.762282 1.000000 0.154853 -0.782544 2.807332 1.000000 0.160726 -0.866147 2.781432 1.000000
647285516 0.063935 0.135176 2.691520 1.000000 0.064497 0.203753 2.705374 1.000000 0.071010 0.551206 2.697208 1.000000 0.066602 0.723866 2.670737 1.000000 -0.094947 0.424424 2.689768 1.000000 -0.239750 0.218995 2.729954 1.000000 -0.385947 0.058917 2.717196 1.000000 -0.435784 -0.013056 2.723889 1.000000 0.221371 0.420995 2.704123 1.000000 0.315232 0.187646 2.716850 1.000000 0.438940 -0.010130 2.684273 1.000000 0.474466 -0.077940 2.680379 1.000000 -0.008642 0.064474 2.682609 1.000000 -0.043683 -0.398850 2.750849 1.000000 -0.075214 -0.773776 2.807722 1.000000 -0.074373 -0.845508 2.757206 1.000000 0.133883 0.062025 2.694783 1.000000 0.145418 -0.419798 2.762497 1.000000 0.155195 -0.782055 2.806720 1.000000 0.159512 -0.866266 2.782474 1.000000
647317030 0.064699 0.137525 2.691737 1.000000 0.065255 0.205843 2.706268 1.000000 0.072414 0.552616 2.698582 1.000000 0.067405 0.724273 2.671774 1.000000 -0.094429 0.425489 2.690411 1.000000 -0.255006 0.242065 2.728816 1.000000 -0.423828 0.092041 2.719178 1.000000 -0.481551 0.026119 2.710432 1.000000 0.223692 0.427388 2.706078 1.000000 0.323501 0.195432 2.710835 1.000000 0.464576 0.013960 2.682422 1.000000 0.520508 -0.049530 2.678162 1.000000 -0.007935 0.066784 2.682964 1.000000 -0.043690 -0.398538 2.750633 1.000000 -0.074883 -0.773788 2.807624 1.000000 -0.075572 -0.847068 2.759335 1.000000 0.134522 0.064506 2.694230 1.000000 0.145812 -0.416678 2.761890 1.000000 0.155731 -0.782074 2.806490 1.000000 0.158934 -0.866469 2.782630 1.000000
647359919 0.064654 0.137548 2.691722 1.000000 0.065224 0.205794 2.706839 1.000000 0.072758 0.552998 2.700200 1.000000 0.067309 0.725088 2.673009 1.000000 -0.094161 0.427150 2.691452 1.000000 -0.263508 0.277864 2.725119 1.000000 -0.450439 0.137451 2.711365 1.000000 -0.519677 0.082714 2.709731 1.000000 0.223710 0.427008 2.706401 1.000000 0.347068 0.217031 2.702918 1.000000 0.517090 0.035400 2.680115 1.000000 0.566895 -0.019516 2.680115 1.000000 -0.008208 0.067100 2.682681 1.000000 -0.043672 -0.398667 2.750492 1.000000 -0.074656 -0.774029 2.807340 1.000000 -0.076037 -0.847604 2.759469 1.000000 0.134479 0.064472 2.694153 1.000000 0.146334 -0.418202 2.762274 1.000000 0.156007 -0.782665 2.806266 1.000000 0.162879 -0.862337 2.770046 1.000000
